Date,objective_value,expected_step_utility,optimizer_success,fallback_used,fallback_reason,optimizer_iterations,turnover,cost,message
2020-04-23,0.08976325749037639,0.04556510532506416,1.0,0.0,,66,0.30000000000000004,0.00015000000000000001,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
2020-09-10,0.017750580007390528,0.009010446704259151,1.0,0.0,,48,0.29999999999999993,0.00014999999999999996,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
2021-01-28,0.09296454458783363,0.04719012415626073,1.0,0.0,,52,0.3,0.00015,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
