Asset,Weight
SPY,8.844753714385423e-05
QQQ,0.0
IWM,0.025308350090277543
TLT,0.007059012608021153
IEF,0.0
GLD,0.0
DBC,0.04048247474348964
UUP,0.07733292760643837
__CASH__,0.8497287874146294
