Date,SPY,QQQ,IWM,TLT,IEF,GLD,DBC,UUP,__CASH__
2020-04-23,0.0034186771869094343,0.0,0.0,0.0,0.005348554044688421,0.14123129396154033,1.4748068618184727e-06,0.0,0.85
2020-09-10,1.1957206741941215e-05,0.0,0.04822237543936869,0.0665215946462041,0.020629098796608472,0.004721450552653744,5.15830234534053e-09,0.019975485162507176,0.8399180330376136
2021-01-28,2.5080678021822007e-07,0.0,0.0010114819438556202,0.08136473478197158,0.0657807838364953,0.04303706890214302,0.02214774640112738,0.04951730039453854,0.7371406329330884
