Asset,Weight
SPY,0.001958930049097378
QQQ,0.008928112161300752
IWM,0.007757637617686748
TLT,0.0
IEF,0.0014772284569867147
GLD,0.003626966556793612
DBC,0.00629500406208107
UUP,0.0011173094360829325
__CASH__,0.9688388116599708
