Date,objective_value,expected_step_utility,optimizer_success,turnover,cost,message
2023-10-30,-0.0024322141954033205,-0.0012346264951285891,1.0,0.03302278606142056,8.25569651535514e-05,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
2023-11-28,4.9098735622337834e-06,2.492321605194814e-06,1.0,0.007101185682914018,1.7752964207285045e-05,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
2023-12-27,-0.0024051622495396222,-0.0012208945429135138,1.0,0.031103876408450477,7.77596910211262e-05,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
2024-01-26,-0.001800777025131638,-0.0009141000127571767,1.0,0.021981400994789853,5.495350248697464e-05,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
2024-02-26,-0.006583649239140712,-0.0033419539284978233,1.0,0.05379810053804776,0.0001344952513451194,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
2024-03-25,0.001617862235065039,0.0008212498655152481,1.0,0.0003546358959468989,8.865897398672471e-07,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
2024-04-23,0.0006559302554984898,0.00033295952055760903,1.0,0.0070869492170406775,1.7717373042601695e-05,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
2024-05-21,0.0015913244032806201,0.0008077788849140204,1.0,0.00032407512948285375,8.101878237071343e-07,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
2024-06-20,0.0016067564028495508,0.0008156123872332745,1.0,0.0003196873238015506,7.992183095038765e-07,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
2024-07-19,0.0011662191421613769,0.0005919894122646583,1.0,0.00029028604255372894,7.257151063843223e-07,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
2024-08-16,0.0009359243266561572,0.00047508849068840465,1.0,0.0002709772772897436,6.774431932243591e-07,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
2024-09-16,-0.013696191725475431,-0.006952381586535752,1.0,0.12527450626179767,0.0003131862656544942,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
2024-10-14,0.0019038669854890466,0.0009664299418726125,1.0,0.01503536318232411,3.7588407955810274e-05,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
2024-11-11,-0.003919060666576371,-0.0019893708967392747,1.0,0.1504158414433023,0.00037603960360825577,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
2024-12-10,-0.002768788731128141,-0.0014054765132630158,1.0,0.12001264880269613,0.0003000316220067403,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
2025-01-10,0.004875905628444391,0.0024750789992103507,1.0,0.00016394545445151532,4.0986363612878834e-07,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
2025-02-10,0.004471073930015991,0.002269580675135021,1.0,0.00018493861360568292,4.6234653401420726e-07,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
2025-03-11,-0.008679266286805274,-0.004405718927312322,1.0,0.000314376269202375,7.859406730059375e-07,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
2025-04-08,-0.02596484059621222,-0.013180122130056966,1.0,0.04722162684573778,0.00011805406711434446,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
2025-05-07,0.00351522651058183,0.0017843789393816396,1.0,0.0010539122693916064,2.634780673479016e-06,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
