Horizon,SPY,QQQ,IWM,TLT,IEF,GLD,DBC,UUP,__CASH__
h1,0.001958930049097378,0.008928112161300752,0.007757637617686748,0.0,0.0014772284569867147,0.003626966556793612,0.00629500406208107,0.0011173094360829325,0.9688388116599708
h2,0.003091206279206182,0.005007230575522264,0.0025949068556457493,0.0,9.778070952686467e-07,0.04192553876544657,0.0,1.0267736546078645e-06,0.9473791129434294
