Horizon,SPY,QQQ,IWM,TLT,IEF,GLD,DBC,UUP,__CASH__
h1,0.020874816991241295,0.038189628118544566,0.024375626060563583,0.007392796745332818,4.835480889265924e-05,0.0007658203228906935,0.008575811026945188,5.3100830848647304e-05,0.8997240450947406
h2,0.012424414365840429,0.04299543504076292,0.030254853814386376,2.7678014100373082e-06,0.0,0.04085972723821855,0.01565757131762681,0.0,0.8578052304217549
