Asset,Weight
SPY,0.020874816991241295
QQQ,0.038189628118544566
IWM,0.024375626060563583
TLT,0.007392796745332818
IEF,4.835480889265924e-05
GLD,0.0007658203228906935
DBC,0.008575811026945188
UUP,5.3100830848647304e-05
__CASH__,0.8997240450947406
