run,latest_date,ann_return,ann_vol,sharpe,max_drawdown,calmar,hit_rate,avg_turnover,ann_cost_drag,optimizer_success_rate
base_cost_5bps,2026-05-29,0.10110301414791599,0.06265622888721704,1.6136147346164773,-0.06535345744783339,1.5470185984975426,0.5857805255023184,0.0077671312665539005,0.0009786585395857913,0.8787878787878788
cost_x2_10bps,2026-05-29,0.06213848282293003,0.05375833568847445,1.1558855389984153,-0.06408629738699045,0.9696063800924809,0.5873261205564142,0.00650201843352775,0.0016385086452489932,0.8484848484848485
cost_x5_25bps,2026-05-29,0.026709139961065657,0.03092594622911212,0.8636482700704894,-0.04439704444638182,0.6015972525676165,0.5904173106646059,0.00185173916338833,0.0011665956729346478,1.0
