Horizon,SPY,QQQ,IWM,TLT,IEF,GLD,DBC,UUP,__CASH__
h1,1.3807516968200172e-05,0.0338239193564557,0.013847472118789273,3.773316973442133e-05,3.636940761607978e-05,0.0021959423638238523,0.0,3.783975264139735e-05,0.950006916313971
h2,0.01612885529347401,0.03840035106097402,0.02438194021488179,0.0007900497895224972,0.0007909342291029381,0.004936900455658232,0.0006388078379366377,0.0003376399130785449,0.9135945212053713
