Asset,Weight
SPY,1.3807516968200172e-05
QQQ,0.0338239193564557
IWM,0.013847472118789273
TLT,3.773316973442133e-05
IEF,3.636940761607978e-05
GLD,0.0021959423638238523
DBC,0.0
UUP,3.783975264139735e-05
__CASH__,0.950006916313971
