Date,gross_return
2023-10-30,0.00017360527663771785
2023-10-31,0.00024602963342845984
2023-11-01,0.000412449668185539
2023-11-02,0.000312286569505246
2023-11-03,6.532678863070451e-05
2023-11-06,0.0001177758253047516
2023-11-07,0.0002957855970471886
2023-11-08,7.524186083465941e-06
2023-11-09,-8.209188665037303e-05
2023-11-10,0.0005096935622199561
2023-11-13,-0.0001026517770219123
2023-11-14,0.00015071787092157577
2023-11-15,0.00010117282964917228
2023-11-16,3.5105451624157014e-05
2023-11-17,-0.00011563750940231887
2023-11-20,0.00021563230556435127
2023-11-21,-0.0001126644986647814
2023-11-22,0.00017175051079692128
2023-11-24,-0.00013168446213577805
2023-11-27,-6.616173170782445e-05
2023-11-28,4.0583451532134776e-05
2023-11-29,-2.3456537566324666e-06
2023-11-30,9.693840020695705e-05
2023-12-01,0.00015519964471148728
2023-12-04,-0.0003059708890394946
2023-12-05,0.0001635565569784083
2023-12-06,-0.00018919089425372624
2023-12-07,0.0004833041958187112
2023-12-08,0.00028683691675327025
2023-12-11,0.0003848281295476036
2023-12-12,0.00027242487022886527
2023-12-13,0.00047155928780917426
2023-12-14,-0.00019137713270120732
2023-12-15,0.00032648042824348015
2023-12-18,0.0002861840510924692
2023-12-19,0.00017442742128623775
2023-12-20,-0.0006026082854632651
2023-12-21,0.0003951523506830406
2023-12-22,8.774472202814821e-05
2023-12-26,0.0002530526936740868
2023-12-27,0.00012698833296840046
2023-12-28,-7.375269184531332e-05
2023-12-29,-0.0004937533395771002
2024-01-02,-0.0006189943610541626
2024-01-03,-0.000933072361143119
2024-01-04,-0.00039884752948446585
2024-01-05,-5.02905443426787e-05
2024-01-08,0.0012488046457425517
2024-01-09,6.399306730230947e-05
2024-01-10,0.0002177229992597931
2024-01-11,9.812745987161991e-05
2024-01-12,0.00021670167948810822
2024-01-16,-0.0001094314863482795
2024-01-17,-0.000592214082822823
2024-01-18,0.0009497583017121008
2024-01-19,0.0011717171001959664
2024-01-22,0.0004573336801904873
2024-01-23,0.0002924575691479039
2024-01-24,-0.00017718410165021357
2024-01-25,0.0005069591411230825
2024-01-26,-0.000479486856540952
2024-01-29,0.0016843842027526425
2024-01-30,-0.00043501089997627585
2024-01-31,-0.001716771987759956
2024-02-01,0.0017591003439021116
2024-02-02,0.0007544723314449374
2024-02-05,-0.0008976659474753893
2024-02-06,0.00037520642420751894
2024-02-07,0.0005302521537731563
2024-02-08,0.0003891886034156568
2024-02-09,0.0010133392876988142
2024-02-12,0.0002846475993277971
2024-02-13,-0.0026264363506373852
2024-02-14,0.0015352769693295608
2024-02-15,0.001046276810423989
2024-02-16,-0.0011606618335847283
2024-02-20,-0.0009073686044858185
2024-02-21,-0.0006439659931302757
2024-02-22,0.0025518679664101327
2024-02-23,0.0003735414946538411
2024-02-26,-0.00010244600835723145
2024-02-27,0.0006291745318911232
2024-02-28,-0.0005975026047002205
2024-02-29,0.001434349323331967
2024-03-01,0.002203750639162544
2024-03-04,-0.0002966708780616586
2024-03-05,-0.0018707920635901336
2024-03-06,0.0009666432768049279
2024-03-07,0.0016634067265771724
2024-03-08,-0.0013939348926168772
2024-03-11,-0.0005685272636290504
2024-03-12,0.0012339213156402759
2024-03-13,-0.0006914934214486056
2024-03-14,-0.0009863599915490068
2024-03-15,-0.0011586078920368065
2024-03-18,0.0008734714753538091
2024-03-19,0.000695648641483914
2024-03-20,0.001850314962886896
2024-03-21,0.001321006199291159
2024-03-22,6.649711063008669e-06
2024-03-25,-0.0006423534514635833
2024-03-26,-0.0005135987735426202
2024-03-27,0.0017211803576960953
2024-03-28,0.00014845577633728593
2024-04-01,0.00020432251928193337
2024-04-02,-0.0020440368265186764
2024-04-03,0.0004398439660852268
2024-04-04,-0.003043883312792358
2024-04-05,0.0024212479126121
2024-04-08,0.0002483570322720089
2024-04-09,0.0007579003321710344
2024-04-10,-0.0021083844036797776
2024-04-11,0.0030389210046106773
2024-04-12,-0.003111540570566548
2024-04-15,-0.0030357436462782575
2024-04-16,-0.00010653900416283793
2024-04-17,-0.0025740024386902683
2024-04-18,-0.0007645308551357007
2024-04-19,-0.0031559367230605474
2024-04-22,0.0019189651792647926
2024-04-23,0.00305600746305581
2024-04-24,0.00027307292131926943
2024-04-25,-0.001081526266192688
2024-04-26,0.003441077414425258
2024-04-29,0.0008374290578246658
2024-04-30,-0.0044996269244422845
2024-05-01,-0.0008620552783304661
2024-05-02,0.002480941829191614
2024-05-03,0.003647563228802506
2024-05-06,0.002980233508356806
2024-05-07,0.00021019910170358175
2024-05-08,-0.0003540466362607528
2024-05-09,0.0012758365995398922
2024-05-10,0.0003792794086079153
2024-05-13,7.03897958678912e-05
2024-05-14,0.001718010588509547
2024-05-15,0.0033134057400103253
2024-05-16,-0.0006712018005721964
2024-05-17,0.0005261409987917366
2024-05-20,0.0013726656540897285
2024-05-21,0.0003079961908038258
2024-05-22,-0.0016095198128309395
2024-05-23,-0.0031203019491158734
2024-05-24,0.002339909880552159
2024-05-28,0.0012404889311693834
2024-05-29,-0.0025226648569192855
2024-05-30,-0.0017870600892187524
2024-05-31,6.37822989179907e-05
2024-06-03,0.0009558046166348274
2024-06-04,-0.00067764798232903
2024-06-05,0.005681792132116511
2024-06-06,1.3654817848997606e-06
2024-06-07,-0.0026348912719541023
2024-06-10,0.0017896876567265328
2024-06-11,0.001423902119440705
2024-06-12,0.0032800305138144556
2024-06-13,0.00031711859454735197
2024-06-14,0.0013326916337709099
2024-06-17,0.002390318509094661
2024-06-18,0.0005053690461871672
2024-06-20,-0.0004298848629745481
2024-06-21,-0.0012302730730790364
2024-06-24,-0.0015277505184933939
2024-06-25,0.0014496828873975035
2024-06-26,-0.0003860682839370131
2024-06-27,0.0018906260081432646
2024-06-28,-0.0009707742706932124
2024-07-01,0.0002848744290281348
2024-07-02,0.0021569392414710403
2024-07-03,0.0022527593515779274
2024-07-05,0.0025042241643095115
2024-07-08,9.704074048983791e-05
2024-07-09,6.939300732129001e-05
2024-07-10,0.002817843570735406
2024-07-11,-0.0002875330153602972
2024-07-12,0.001650553461755738
2024-07-15,0.00188196013197742
2024-07-16,0.0040507448217718765
2024-07-17,-0.0062902218338044555
2024-07-18,-0.0024613404991504872
2024-07-19,-0.0034224885029062214
2024-07-22,0.004019500108362808
2024-07-23,0.0008291184842650132
2024-07-24,-0.008780979606457393
2024-07-25,-0.0018470997663303618
2024-07-26,0.0046060037847837
2024-07-29,-0.0003888253090119325
2024-07-30,-0.0009644926337933914
2024-07-31,0.007047989296469907
2024-08-01,-0.006813063794769056
2024-08-02,-0.007660667926509349
2024-08-05,-0.010168571785318627
2024-08-06,0.0019368432273464743
2024-08-07,-0.0030694310917306887
2024-08-08,0.008979494953589727
2024-08-09,0.0011651781228850173
2024-08-12,0.001057482227421301
2024-08-13,0.005614652789753347
2024-08-14,-0.0007822208128094575
2024-08-15,0.0070518980570990555
2024-08-16,0.0018931860680943577
2024-08-19,0.002612074192208258
2024-08-20,-0.0011694950658304184
2024-08-21,0.0015462370225851898
2024-08-22,-0.0040533882276214215
2024-08-23,0.0049490214066624265
2024-08-26,-0.0009865271876167544
2024-08-27,-0.0003993831287703295
2024-08-28,-0.0023186466321789842
2024-08-29,0.0011286449992564491
2024-08-30,0.001983150343693187
2024-09-03,-0.007260678155985611
2024-09-04,-0.000660138864044211
2024-09-05,0.0003025198336301479
2024-09-06,-0.006361957888844375
2024-09-09,0.003436435695162729
2024-09-10,0.0020974142777675465
2024-09-11,0.003604676318470843
2024-09-12,0.0036013947757386868
2024-09-13,0.003738918243519965
2024-09-16,-0.00033086101354143024
2024-09-17,0.0005802705825839547
2024-09-18,-0.0016103774747542481
2024-09-19,0.006437168040894371
2024-09-20,-9.02153689531246e-05
2024-09-23,0.00036870650723645813
2024-09-24,0.0014116851341948713
2024-09-25,-0.0007101938327088588
2024-09-26,0.0014460974659035108
2024-09-27,-0.0005339918450007794
2024-09-30,0.0002926672438900256
2024-10-01,-0.001665083655241372
2024-10-02,0.0003105681095383429
2024-10-03,-0.0009030000648527412
2024-10-04,0.0028307424552987915
2024-10-07,-0.0029647947171426974
2024-10-08,0.0018514663978225847
2024-10-09,0.0012493313534158758
2024-10-10,-0.00020422108042803585
2024-10-11,0.0031622256686268334
2024-10-14,0.002153515293947466
2024-10-15,-0.001133891210580186
2024-10-16,0.0027603207102334555
2024-10-17,0.00038086537857044174
2024-10-18,0.001526551128474839
2024-10-21,-0.0014559847681532747
2024-10-22,0.000874317563367736
2024-10-23,-0.004148540580064594
2024-10-24,0.001808022417217197
2024-10-25,0.0008688841824306541
