Date,q_conformal,coverage_proxy,abstention_rate,n_trade,n_candidates
2020-12-07,0.037288448869449764,0.540625,1.0,0,8
2020-12-08,0.036715536079680616,0.540625,1.0,0,8
2020-12-09,0.037288448869449764,0.540625,1.0,0,8
2020-12-10,0.0374206275748743,0.534375,1.0,0,8
2020-12-11,0.03756231187463389,0.540625,1.0,0,8
2020-12-14,0.03922826700578022,0.5375,1.0,0,8
2020-12-15,0.038625411976637734,0.534375,1.0,0,8
2020-12-16,0.03927500587353437,0.5375,1.0,0,8
2020-12-17,0.03922826700578022,0.5375,1.0,0,8
2020-12-18,0.038625411976637734,0.5375,1.0,0,8
2020-12-21,0.03950366433523746,0.5375,1.0,0,8
2020-12-22,0.03950366433523746,0.5375,1.0,0,8
2020-12-23,0.04032384600099241,0.54375,1.0,0,8
2020-12-24,0.03922826700578022,0.54375,1.0,0,8
2020-12-25,0.03922826700578022,0.546875,1.0,0,8
2020-12-28,0.038625411976637734,0.546875,1.0,0,8
2020-12-29,0.04016227164397208,0.55,1.0,0,8
2020-12-30,0.03990194649956438,0.55625,1.0,0,8
2020-12-31,0.04016227164397208,0.559375,1.0,0,8
2021-01-01,0.041065460972823195,0.565625,1.0,0,8
2021-01-04,0.041065460972823195,0.56875,1.0,0,8
2021-01-05,0.04193863658402148,0.571875,1.0,0,8
2021-01-06,0.04204535796423385,0.565625,1.0,0,8
2021-01-07,0.04317577858298429,0.5625,1.0,0,8
2021-01-08,0.04317577858298429,0.5625,1.0,0,8
2021-01-11,0.04317577858298429,0.5625,1.0,0,8
2021-01-12,0.043143193462001905,0.5625,1.0,0,8
2021-01-13,0.04299795288042029,0.565625,1.0,0,8
2021-01-14,0.04268926722050664,0.56875,1.0,0,8
2021-01-15,0.04118842272779735,0.571875,1.0,0,8
2021-01-18,0.04118842272779735,0.571875,1.0,0,8
2021-01-19,0.041065460972823195,0.571875,1.0,0,8
2021-01-20,0.04118842272779735,0.571875,1.0,0,8
2021-01-21,0.04204535796423385,0.56875,1.0,0,8
2021-01-22,0.042339816092937396,0.56875,1.0,0,8
2021-01-25,0.04269448504733634,0.565625,1.0,0,8
2021-01-26,0.043143193462001905,0.559375,1.0,0,8
2021-01-27,0.04386264741708319,0.559375,1.0,0,8
2021-01-28,0.04408280701863136,0.553125,1.0,0,8
2021-01-29,0.0451219430875709,0.553125,1.0,0,8
2021-02-01,0.04516335633588752,0.553125,1.0,0,8
2021-02-02,0.04516335633588752,0.553125,1.0,0,8
2021-02-03,0.045194715221681475,0.553125,1.0,0,8
2021-02-04,0.04516335633588752,0.553125,1.0,0,8
2021-02-05,0.0451219430875709,0.55625,1.0,0,8
2021-02-08,0.04386264741708319,0.55625,1.0,0,8
2021-02-09,0.04516335633588752,0.55625,1.0,0,8
2021-02-10,0.0451219430875709,0.5625,1.0,0,8
2021-02-11,0.04516335633588752,0.5625,1.0,0,8
2021-02-12,0.0451219430875709,0.5625,1.0,0,8
2021-02-15,0.04299795288042029,0.559375,1.0,0,8
2021-02-16,0.04299795288042029,0.5625,1.0,0,8
2021-02-17,0.04258179371683239,0.5625,1.0,0,8
2021-02-18,0.04258179371683239,0.5625,1.0,0,8
2021-02-19,0.042339816092937396,0.5625,1.0,0,8
2021-02-22,0.042339816092937396,0.5625,1.0,0,8
