Date,regime_0,regime_1,target_vol,realized_vol_estimate,optimizer_success
2020-04-23,3.6376249653613566e-131,1.0,0.07500000000000001,0.014606421918174283,1.0
2020-09-10,1.0,1.6361860238924365e-48,0.07500000000000001,0.023053455923915476,1.0
2021-01-28,1.0,6.847793014385099e-22,0.07500000000000001,0.036246676314926764,1.0
