Asset,Weight
SPY,1.2335246328847612e-17
QQQ,4.6464249202406984e-17
IWM,0.01857865734811079
TLT,2.862145002030403e-17
IEF,1.3771327130108864e-17
GLD,0.0
DBC,0.07888219564243636
UUP,0.02753914700945276
__CASH__,0.875
