Date,q_conformal,coverage_proxy,abstention_rate,n_trade,n_candidates
2025-05-21,0.06817529982270004,0.9075,0.875,1,8
2025-05-22,0.06965352960935692,0.9075,1.0,0,8
2025-05-23,0.07037455308438793,0.9075,1.0,0,8
2025-05-27,0.07135244297854484,0.90625,1.0,0,8
2025-05-28,0.07283372368257217,0.9075,1.0,0,8
2025-05-29,0.07581739171476817,0.9075,1.0,0,8
2025-05-30,0.07581739171476817,0.9075,1.0,0,8
2025-06-02,0.07581739171476817,0.9075,1.0,0,8
2025-06-03,0.07581739171476817,0.9075,1.0,0,8
2025-06-04,0.07581739171476817,0.9075,1.0,0,8
2025-06-05,0.07581739171476817,0.9075,1.0,0,8
2025-06-06,0.07581739171476817,0.9075,1.0,0,8
2025-06-09,0.07581739171476817,0.9075,1.0,0,8
2025-06-10,0.07581739171476817,0.9075,1.0,0,8
2025-06-11,0.07581739171476817,0.9075,1.0,0,8
2025-06-12,0.07581739171476817,0.9075,1.0,0,8
2025-06-13,0.07464789693630751,0.9075,1.0,0,8
2025-06-16,0.07283372368257217,0.9075,1.0,0,8
2025-06-17,0.07151889234521344,0.9075,1.0,0,8
2025-06-18,0.07151889234521344,0.9075,1.0,0,8
2025-06-20,0.07151889234521344,0.9075,1.0,0,8
2025-06-23,0.07151889234521344,0.9075,1.0,0,8
2025-06-24,0.07151889234521344,0.9075,1.0,0,8
2025-06-25,0.07257621552663686,0.9075,1.0,0,8
2025-06-26,0.07283372368257217,0.9075,1.0,0,8
2025-06-27,0.07360051263781606,0.9075,1.0,0,8
2025-06-30,0.07464789693630751,0.9075,1.0,0,8
2025-07-01,0.07464789693630751,0.9075,1.0,0,8
2025-07-02,0.07464789693630751,0.9075,1.0,0,8
2025-07-03,0.07464789693630751,0.9075,1.0,0,8
2025-07-07,0.07464789693630751,0.9075,1.0,0,8
2025-07-08,0.07464789693630751,0.9075,1.0,0,8
2025-07-09,0.07464789693630751,0.9075,1.0,0,8
2025-07-10,0.07464789693630751,0.9075,1.0,0,8
2025-07-11,0.07464789693630751,0.9075,1.0,0,8
2025-07-14,0.07464789693630751,0.9075,1.0,0,8
2025-07-15,0.07464789693630751,0.9075,1.0,0,8
2025-07-16,0.07464789693630751,0.9075,1.0,0,8
2025-07-17,0.07464789693630751,0.9075,1.0,0,8
2025-07-18,0.07464789693630751,0.9075,1.0,0,8
2025-07-21,0.07464789693630751,0.9075,1.0,0,8
2025-07-22,0.07360051263781606,0.9075,1.0,0,8
2025-07-23,0.07360051263781606,0.9075,1.0,0,8
2025-07-24,0.07283372368257217,0.9075,1.0,0,8
2025-07-25,0.07283372368257217,0.9075,1.0,0,8
2025-07-28,0.07283372368257217,0.9075,1.0,0,8
