"Path","Reason","FileCount","Decision","RemovedAt"
"C:\Users\jichu\Downloads\주식\stock_rtx4060_algo_v2_bundle","Empty parent folder left after approved nested bundle source deletion.","0","REMOVED_EMPTY_PARENT","2026-05-02T21:12:41.3770754+04:00"
